date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:20:36	53269/53269	---M-Z	200	added ('OK')	text/css	etag:%22d015-67d362ab-a18b0b45281f64fc;gz%22	https://willowvibe.com/wp-content/plugins/elementor/assets/css/frontend.min.css?ver=3.27.7	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/plugins/elementor/assets/css/frontend.min7871.css	(from https://willowvibe.com/)
15:20:36	1165/1165	---M-Z	200	added ('OK')	text/css	etag:%2248d-6765a5a0-dbfab98289c3888;gz%22	https://willowvibe.com/wp-content/uploads/elementor/css/post-29.css?ver=1734714784	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/uploads/elementor/css/post-297b63.css	(from https://willowvibe.com/)
15:20:37	130340/130340	---M-Z	200	added ('OK')	text/css	etag:%221fd24-65d0c875-d5f3c933d771c3d8;gz%22	https://willowvibe.com/wp-content/themes/digital-services-agency/style.css?ver=1.1.6	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/themes/digital-services-agency/style3ec8.css	(from https://willowvibe.com/)
15:20:37	70661/70661	---M-Z	200	added ('OK')	text/css	etag:%2211405-65d0c875-3c544fd01b2c66d5;gz%22	https://willowvibe.com/wp-content/themes/digital-services-agency/assets/css/animate.css?ver=6.4.6	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/themes/digital-services-agency/assets/css/animatea8d6.css	(from https://willowvibe.com/)
15:20:37	20060/20060	---M-Z	200	added ('OK')	text/css	etag:%224e5c-67d362ac-96e99066f5ff528d;gz%22	https://willowvibe.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.34.0	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min705c.css	(from https://willowvibe.com/)
15:20:37	10310/10310	---M-Z	200	added ('OK')	text/css	etag:%222846-67d362ab-212dd1d24621c19d;gz%22	https://willowvibe.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?ver=3.24.3	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/plugins/elementor/assets/css/widget-icon-list.min44b4.css	(from https://willowvibe.com/)
15:20:37	5150/5150	---M-Z	200	added ('OK')	text/css	etag:%22141e-67d362ab-1843c80e371cab3e;gz%22	https://willowvibe.com/wp-content/plugins/elementor/assets/css/widget-social-icons.min.css?ver=3.24.0	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/plugins/elementor/assets/css/widget-social-icons.min2401.css	(from https://willowvibe.com/)
15:20:38	732/732	---M-Z	200	added ('OK')	text/css	etag:%222dc-67d362ac-ece3ec90bd3e2dc8;gz%22	https://willowvibe.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands.css?ver=5.15.3	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/brands52d5.css	(from https://willowvibe.com/)
15:20:38	72184/72184	---M-Z	200	added ('OK')	text/css	etag:%22119f8-67d362ac-220f33e6b3e91364;gz%22	https://willowvibe.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.css?ver=5.15.3	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome52d5.css	(from https://willowvibe.com/)
15:20:38	727/727	---M-Z	200	added ('OK')	text/css	etag:%222d7-67d362ac-61012f25eb28a24e;gz%22	https://willowvibe.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.css?ver=5.15.3	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid52d5.css	(from https://willowvibe.com/)
15:20:38	32378/32378	---M-Z	200	added ('OK')	application/x-javascript	etag:%227e7a-65cf9e0f-55d9b7ad7f4055b0;gz%22	https://willowvibe.com/wp-includes/js/dist/interactivity.min.js?ver=6.4.6	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-includes/js/dist/interactivity.mina8d6.js	(from https://willowvibe.com/)
15:20:39	3586/3586	---M-Z	200	added ('OK')	application/x-javascript	etag:%22e02-65cf9e0f-3e083f4f7f7562ce;gz%22	https://willowvibe.com/wp-includes/blocks/navigation/view.min.js?ver=e3d6f3216904b5b42831	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-includes/blocks/navigation/view.minff1e.js	(from https://willowvibe.com/)
15:20:39	839/839	---M-Z	200	added ('OK')	application/x-javascript	etag:%22347-68d0f03e-6b4ba52a7bc29f56;gz%22	https://willowvibe.com/wp-content/plugins/admin-site-enhancements/assets/js/external-permalinks.js?ver=7.9.11	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/plugins/admin-site-enhancements/assets/js/external-permalinksf088.js	(from https://willowvibe.com/)
15:20:39	87553/87553	---M-Z	200	added ('OK')	application/x-javascript	etag:%2215601-65cf9e0f-5e673924e43b0db6;gz%22	https://willowvibe.com/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-includes/js/jquery/jquery.minf43b.js	(from https://willowvibe.com/)
15:20:39	13577/13577	---M-Z	200	added ('OK')	application/x-javascript	etag:%223509-65cf9e0f-b4cce934e1d8cbb9;gz%22	https://willowvibe.com/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-includes/js/jquery/jquery-migrate.min5589.js	(from https://willowvibe.com/)
15:20:40	15597/15597	---M-Z	200	added ('OK')	application/x-javascript	etag:%223ced-65d0c875-13ace11c04fc447d;gz%22	https://willowvibe.com/wp-content/themes/digital-services-agency/assets/js/wow.js?ver=6.4.6	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/themes/digital-services-agency/assets/js/wowa8d6.js	(from https://willowvibe.com/)
15:20:40	798/798	---M-Z	200	added ('OK')	text/xml	date:Tue,%2023%20Sep%202025%2013:20:40%20GMT	https://willowvibe.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/xmlrpc0db0.php	(from https://willowvibe.com/)
15:20:40	51148/51148	---M--	200	added ('OK')	font/woff2	etag:%22c7cc-65d0c875-d7c75c8426c87609;;;%22	https://willowvibe.com/wp-content/themes/digital-services-agency/assets/fonts/poppins/Poppins-Regular.woff2	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/themes/digital-services-agency/assets/fonts/poppins/Poppins-Regular.woff2	(from https://willowvibe.com/)
15:20:41	51092/51092	---M--	200	added ('OK')	font/woff2	etag:%22c794-65d0c875-821199acdc078b19;;;%22	https://willowvibe.com/wp-content/themes/digital-services-agency/assets/fonts/poppins/Poppins-SemiBold.woff2	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/themes/digital-services-agency/assets/fonts/poppins/Poppins-SemiBold.woff2	(from https://willowvibe.com/)
15:20:41	229175/229175	---MCZ	200	added ('OK')	application/json	etag:%22161-1758633641;gz%22	https://willowvibe.com/wp-json/	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-json/index.html	(from https://willowvibe.com/)
15:20:42	50576/50576	---M--	200	added ('OK')	font/woff2	etag:%22c590-65d0c875-9bc909c5dad746a;;;%22	https://willowvibe.com/wp-content/themes/digital-services-agency/assets/fonts/poppins/Poppins-Bold.woff2	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/themes/digital-services-agency/assets/fonts/poppins/Poppins-Bold.woff2	(from https://willowvibe.com/)
15:20:42	50584/50584	---M--	200	added ('OK')	font/woff2	etag:%22c598-65d0c875-3d1904d24c62590;;;%22	https://willowvibe.com/wp-content/themes/digital-services-agency/assets/fonts/lora/Lora-Regular.woff2	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/themes/digital-services-agency/assets/fonts/lora/Lora-Regular.woff2	(from https://willowvibe.com/)
15:20:42	54992/54992	---M--	200	added ('OK')	font/woff2	etag:%22d6d0-65d0c875-433a23a1388775e3;;;%22	https://willowvibe.com/wp-content/themes/digital-services-agency/assets/fonts/lora/Lora-Italic.woff2	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/themes/digital-services-agency/assets/fonts/lora/Lora-Italic.woff2	(from https://willowvibe.com/)
15:20:42	51052/51052	---M--	200	added ('OK')	font/woff2	etag:%22c76c-65d0c875-bd3f5291ff8b147c;;;%22	https://willowvibe.com/wp-content/themes/digital-services-agency/assets/fonts/lora/Lora-Bold.woff2	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/themes/digital-services-agency/assets/fonts/lora/Lora-Bold.woff2	(from https://willowvibe.com/)
15:20:43	583272/583272	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%228e668-65d0c875-5bd85a273f34f50a;gz%22	https://willowvibe.com/wp-content/themes/digital-services-agency/assets/fonts/Noto_Sans/static/NotoSans-Light.ttf	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/themes/digital-services-agency/assets/fonts/Noto_Sans/static/NotoSans-Light.ttf	(from https://willowvibe.com/)
15:20:43	582748/582748	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%228e45c-65d0c875-82713ffd8d659c20;gz%22	https://willowvibe.com/wp-content/themes/digital-services-agency/assets/fonts/Noto_Sans/static/NotoSans-Regular.ttf	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/themes/digital-services-agency/assets/fonts/Noto_Sans/static/NotoSans-Regular.ttf	(from https://willowvibe.com/)
15:20:43	583016/583016	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%228e568-65d0c875-f755da0e3693635;gz%22	https://willowvibe.com/wp-content/themes/digital-services-agency/assets/fonts/Noto_Sans/static/NotoSans-Medium.ttf	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/themes/digital-services-agency/assets/fonts/Noto_Sans/static/NotoSans-Medium.ttf	(from https://willowvibe.com/)
15:20:43	583312/583312	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%228e690-65d0c875-a340747264fe07af;gz%22	https://willowvibe.com/wp-content/themes/digital-services-agency/assets/fonts/Noto_Sans/static/NotoSans-SemiBold.ttf	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/themes/digital-services-agency/assets/fonts/Noto_Sans/static/NotoSans-SemiBold.ttf	(from https://willowvibe.com/)
15:20:43	582604/582604	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%228e3cc-65d0c875-3eaeb77596b05f43;gz%22	https://willowvibe.com/wp-content/themes/digital-services-agency/assets/fonts/Noto_Sans/static/NotoSans-Bold.ttf	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/themes/digital-services-agency/assets/fonts/Noto_Sans/static/NotoSans-Bold.ttf	(from https://willowvibe.com/)
15:20:44	583464/583464	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%228e728-65d0c875-2ea0fc108a706ff2;gz%22	https://willowvibe.com/wp-content/themes/digital-services-agency/assets/fonts/Noto_Sans/static/NotoSans-ExtraBold.ttf	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/themes/digital-services-agency/assets/fonts/Noto_Sans/static/NotoSans-ExtraBold.ttf	(from https://willowvibe.com/)
15:20:44	583436/583436	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%228e70c-65d0c875-730b862f9ff03fe1;gz%22	https://willowvibe.com/wp-content/themes/digital-services-agency/assets/fonts/Noto_Sans/static/NotoSans-Black.ttf	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/themes/digital-services-agency/assets/fonts/Noto_Sans/static/NotoSans-Black.ttf	(from https://willowvibe.com/)
15:20:44	120908/120908	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%221d84c-65d0c875-8f50988588da114a;gz%22	https://willowvibe.com/wp-content/themes/digital-services-agency/assets/fonts/Grape_Nuts/GrapeNuts-Regular.ttf	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/themes/digital-services-agency/assets/fonts/Grape_Nuts/GrapeNuts-Regular.ttf	(from https://willowvibe.com/)
15:20:44	74880/74880	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2212480-65d0c875-e62f14050d8fc3f1;gz%22	https://willowvibe.com/wp-content/themes/digital-services-agency/assets/fonts/Lemon/Lemon-Regular.ttf	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/themes/digital-services-agency/assets/fonts/Lemon/Lemon-Regular.ttf	(from https://willowvibe.com/)
15:20:44	197624/197624	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22303f8-65d0c875-fc3ab36d222ef857;gz%22	https://willowvibe.com/wp-content/themes/digital-services-agency/assets/fonts/Montserrat/static/Montserrat-Regular.ttf	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/themes/digital-services-agency/assets/fonts/Montserrat/static/Montserrat-Regular.ttf	(from https://willowvibe.com/)
15:20:45	197756/197756	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%223047c-65d0c875-9f5f3bdeeb71b821;gz%22	https://willowvibe.com/wp-content/themes/digital-services-agency/assets/fonts/Montserrat/static/Montserrat-Medium.ttf	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/themes/digital-services-agency/assets/fonts/Montserrat/static/Montserrat-Medium.ttf	(from https://willowvibe.com/)
15:20:45	197964/197964	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%223054c-65d0c875-bcb1e4e594534199;gz%22	https://willowvibe.com/wp-content/themes/digital-services-agency/assets/fonts/Montserrat/static/Montserrat-SemiBold.ttf	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/themes/digital-services-agency/assets/fonts/Montserrat/static/Montserrat-SemiBold.ttf	(from https://willowvibe.com/)
15:20:45	198120/198120	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%22305e8-65d0c875-e5758f0d3b88efa3;gz%22	https://willowvibe.com/wp-content/themes/digital-services-agency/assets/fonts/Montserrat/static/Montserrat-Bold.ttf	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/themes/digital-services-agency/assets/fonts/Montserrat/static/Montserrat-Bold.ttf	(from https://willowvibe.com/)
15:20:45	199276/199276	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2230a6c-65d0c875-dae9855bd3b31061;gz%22	https://willowvibe.com/wp-content/themes/digital-services-agency/assets/fonts/Montserrat/static/Montserrat-ExtraBold.ttf	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/themes/digital-services-agency/assets/fonts/Montserrat/static/Montserrat-ExtraBold.ttf	(from https://willowvibe.com/)
15:20:46	199056/199056	---M-Z	200	added ('OK')	application/x-font-ttf	etag:%2230990-65d0c875-2277cb8c10cf7e33;gz%22	https://willowvibe.com/wp-content/themes/digital-services-agency/assets/fonts/Montserrat/static/Montserrat-Black.ttf	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/themes/digital-services-agency/assets/fonts/Montserrat/static/Montserrat-Black.ttf	(from https://willowvibe.com/)
15:20:46	609/609	---M--	200	added ('OK')	image/jpeg	etag:%22261-65cfa242-2c0f3b885a2db07b;;;%22	https://willowvibe.com/wp-content/uploads/2024/02/cropped-Willowvibe-logo-2-32x32.jpg	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/uploads/2024/02/cropped-Willowvibe-logo-2-32x32.jpg	(from https://willowvibe.com/)
15:20:46	4775/4775	---M--	200	added ('OK')	image/jpeg	etag:%2212a7-65cfa242-c20b88c903e3b0e2;;;%22	https://willowvibe.com/wp-content/uploads/2024/02/cropped-Willowvibe-logo-2-192x192.jpg	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/uploads/2024/02/cropped-Willowvibe-logo-2-192x192.jpg	(from https://willowvibe.com/)
15:20:46	4337/4337	---M--	200	added ('OK')	image/jpeg	etag:%2210f1-65cfa242-d5e166672b8f49ed;;;%22	https://willowvibe.com/wp-content/uploads/2024/02/cropped-Willowvibe-logo-2-180x180.jpg	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/uploads/2024/02/cropped-Willowvibe-logo-2-180x180.jpg	(from https://willowvibe.com/)
15:20:46	1295/1295	---M--	200	added ('OK')	image/png	etag:%2250f-65d0c875-ff5e222b26a5a640;;;%22	https://willowvibe.com/wp-content/themes/digital-services-agency/assets/images/comments.png	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/themes/digital-services-agency/assets/images/comments.png	(from https://willowvibe.com/)
15:20:47	469065/469065	---M--	200	added ('OK')	image/png	etag:%2272849-65d0c875-3a9c6c5f140e131;;;%22	https://willowvibe.com/wp-content/themes/digital-services-agency/assets/images/slider-image.png	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/themes/digital-services-agency/assets/images/slider-image.png	(from https://willowvibe.com/)
15:20:47	144398/144398	---M--	200	added ('OK')	image/png	etag:%222340e-65d0c875-32b6173ee518ccc8;;;%22	https://willowvibe.com/wp-content/themes/digital-services-agency/assets/images/service1.png	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/themes/digital-services-agency/assets/images/service1.png	(from https://willowvibe.com/)
15:20:47	159212/159212	---M--	200	added ('OK')	image/png	etag:%2226dec-65d0c875-9aef0c658dae3072;;;%22	https://willowvibe.com/wp-content/themes/digital-services-agency/assets/images/service2.png	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/themes/digital-services-agency/assets/images/service2.png	(from https://willowvibe.com/)
15:20:49	795/795	---M--	301	error ('Moved%20Permanently')	text/html	date:Tue,%2023%20Sep%202025%2013:20:48%20GMT	http://willowvibe.com/wp-content/uploads/2024/02/media-tools.jpg	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/uploads/2024/02/media-tools.34.delayed	(from https://willowvibe.com/)
15:20:49	352531/352531	---M--	200	added ('OK')	image/jpeg	etag:%2256113-65d76a44-60ddc8fbdc082ec3;;;%22	https://willowvibe.com/wp-content/uploads/2024/02/media-tools.jpg	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/uploads/2024/02/media-tools.jpg	(from https://willowvibe.com/)
15:20:49	96584/96584	---M--	200	added ('OK')	image/png	etag:%2217948-65d0c875-33dfaa3a22d0ac21;;;%22	https://willowvibe.com/wp-content/themes/digital-services-agency/assets/images/service4.png	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/themes/digital-services-agency/assets/images/service4.png	(from https://willowvibe.com/)
15:20:50	213/213	---M--	200	added ('OK')	image/png	etag:%22d5-65d0c875-b001876ad85277f2;;;%22	https://willowvibe.com/wp-content/themes/digital-services-agency/assets/images/envelope.png	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/themes/digital-services-agency/assets/images/envelope.png	(from https://willowvibe.com/)
15:20:50	182571/182571	---M-Z	200	added ('OK')	text/html	etag:%22157-1758620456;gz%22	https://willowvibe.com/hello-world/	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/hello-world/index.html	(from https://willowvibe.com/)
15:20:50	232/232	---M--	200	added ('OK')	image/png	etag:%22e8-65d0c875-6ddbeae1c5445dc7;;;%22	https://willowvibe.com/wp-content/themes/digital-services-agency/assets/images/phone.png	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/themes/digital-services-agency/assets/images/phone.png	(from https://willowvibe.com/)
15:20:51	320/320	---M--	200	added ('OK')	image/png	etag:%22140-65d0c875-2afc2d615e7db816;;;%22	https://willowvibe.com/wp-content/themes/digital-services-agency/assets/images/clock.png	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/themes/digital-services-agency/assets/images/clock.png	(from https://willowvibe.com/)
15:20:51	8171/8171	---M-Z	200	added ('OK')	application/x-javascript	etag:%221feb-65cf9e0f-9ded64f7ea9fc675;gz%22	https://willowvibe.com/wp-includes/js/dist/vendor/wp-polyfill-inert.min.js?ver=3.1.2	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-includes/js/dist/vendor/wp-polyfill-inert.min0226.js	(from https://willowvibe.com/)
15:20:51	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2023%20Sep%202025%2013:20:51%20GMT	https://willowvibe.com/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.14.0	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-includes/js/dist/vendor/regenerator-runtime.min6c85.js	(from https://willowvibe.com/)
15:20:52	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2023%20Sep%202025%2013:20:52%20GMT	https://willowvibe.com/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://willowvibe.com/)
15:20:52	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2023%20Sep%202025%2013:20:52%20GMT	https://willowvibe.com/wp-includes/js/dist/hooks.min.js?ver=c6aec9a8d4e5a5d543a1	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-includes/js/dist/hooks.min2ebd.js	(from https://willowvibe.com/)
15:20:52	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2023%20Sep%202025%2013:20:52%20GMT	https://willowvibe.com/wp-includes/js/dist/i18n.min.js?ver=7701b0c3857f914212ef	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-includes/js/dist/i18n.minf92f.js	(from https://willowvibe.com/)
15:20:52	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2023%20Sep%202025%2013:20:52%20GMT	https://willowvibe.com/wp-content/plugins/contact-form-7/includes/swv/js/index.js?ver=5.9.8	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/plugins/contact-form-7/includes/swv/js/indexe2db.js	(from https://willowvibe.com/)
15:20:52	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2023%20Sep%202025%2013:20:53%20GMT	https://willowvibe.com/wp-content/plugins/contact-form-7/includes/js/index.js?ver=5.9.8	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/plugins/contact-form-7/includes/js/indexe2db.js	(from https://willowvibe.com/)
15:20:53	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2023%20Sep%202025%2013:20:53%20GMT	https://willowvibe.com/wp-content/plugins/litespeed-cache/assets/js/instant_click.min.js?ver=7.5.0.1	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/plugins/litespeed-cache/assets/js/instant_click.minfb3a.js	(from https://willowvibe.com/)
15:20:53	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2023%20Sep%202025%2013:20:53%20GMT	https://willowvibe.com/wp-content/themes/digital-services-agency/assets/images/folder.svg	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/themes/digital-services-agency/assets/images/folder.svg	(from https://willowvibe.com/wp-content/themes/digital-services-agency/style.css?ver=1.1.6)
15:20:54	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2023%20Sep%202025%2013:20:54%20GMT	https://willowvibe.com/wp-content/themes/digital-services-agency/assets/images/arrow.png	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/themes/digital-services-agency/assets/images/arrow.png	(from https://willowvibe.com/wp-content/themes/digital-services-agency/style.css?ver=1.1.6)
15:20:54	0/0	---M--	429	error ('Too%20Many%20Requests')	text/html	date:Tue,%2023%20Sep%202025%2013:20:54%20GMT	https://willowvibe.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.35.0	C:/My%20Web%20Sites/willowvibe-website/willowvibe.com/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons6feb.eot	(from https://willowvibe.com/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.34.0)
